,z,snr,fwhm,photon count
239,-340,1.1085750055756014,624.0411519174785,low
240,-330,1.0944360775807702,636.188905059744,low
241,-320,1.1143450197986675,633.0604774487934,low
242,-310,1.1110685548691415,545.0614532296379,low
243,-300,1.1125583180675762,606.3439921100592,low
244,-290,1.160993205592312,509.0233583201041,low
245,-280,1.161868325354323,481.5862172633868,low
246,-270,1.1348750598733108,513.5176243147398,low
247,-260,1.1181180654506564,450.147852310462,low
248,-250,1.146682413986718,491.14023235594016,low
249,-240,1.133346699478397,448.4366944282085,low
250,-230,1.1594394670935426,418.55441631260146,low
251,-220,1.1537776434327784,390.48838246408894,low
252,-210,1.1783654469261677,441.8523086236216,low
253,-200,1.1517815880840374,429.10245877374115,low
254,-190,1.1559644605714914,362.2331772430981,low
255,-180,1.2010568460966526,342.36187862350414,low
256,-170,1.171211812528498,374.985202900387,low
257,-160,1.2257536168460073,348.0208408882776,low
258,-150,1.1928332945104434,347.7370913927554,low
259,-140,1.1958151327442224,374.40137813383984,low
260,-130,1.1456147577220765,341.27203688252916,low
261,-120,1.1858699770107026,359.6110778451257,low
262,-110,1.1899708016423671,350.4567799551388,low
263,-100,1.1680476569084401,338.09340692585613,low
264,-90,1.194639983855633,319.8706064880728,low
265,-80,1.2265239147387577,337.08818823776653,low
266,-70,1.197595287408882,326.1301641946861,low
267,-60,1.2040486775163182,317.1323859776723,low
268,-50,1.1731246049880888,340.2682620983488,low
269,-40,1.191977003075547,308.17447112625337,low
270,-30,1.2366153872675674,334.47215797744474,low
271,-20,1.2126109594548153,325.13084528333536,low
272,-10,1.1973845877182874,354.56524000829234,low
273,0,1.2442344949239865,335.7409091064947,low
274,10,1.2160370317007565,354.4479774195211,low
275,20,1.2074468545043429,343.87255065664795,low
276,30,1.202926326234787,307.8527706130089,low
277,40,1.1913336318156158,336.0953843545715,low
278,50,1.2177828800569155,341.01998701486457,low
279,60,1.2495320712420181,308.8174127463159,low
280,70,1.2393363010926752,279.7156106975166,low
281,80,1.172137629941214,330.2222348727678,low
282,90,1.2094396395306641,343.60889982800506,low
283,100,1.2072210833032067,310.323714271213,low
284,110,1.163599956705271,344.298211113709,low
285,120,1.2263954106160693,322.44611139700675,low
286,130,1.1855135277831572,306.83056097705946,low
287,140,1.19520713562325,326.31773582123174,low
288,150,1.2271026675088674,334.2738762103323,low
289,160,1.1821630359279753,370.13161658200715,low
290,170,1.2098858549177318,337.97625679225257,low
291,180,1.1891891599115616,327.70051038488964,low
292,190,1.1834162957746934,303.80208003387145,low
293,200,1.2128843256032849,320.67392308361195,low
294,210,1.1431701576075757,337.2606918994587,low
295,220,1.1605105533371363,357.07754771636013,low
296,230,1.185515171853436,326.80030732065006,low
297,240,1.1893370672943635,337.39355792107733,low
298,250,1.1807824194076866,372.34268845138513,low
299,260,1.1796778874716343,368.1074615024936,low
300,270,1.167996554381829,332.25321136643925,low
301,280,1.151190745268868,371.5962594577574,low
302,290,1.1619727434293352,357.47461587933526,low
303,300,1.1590934179511212,319.86353385165694,low
304,310,1.1676357322481528,363.13974609031044,low
305,320,1.1326185706261103,383.06157158953897,low
306,330,1.150619451760804,350.44292811362817,low
307,340,1.1499973362703217,364.85059831984415,low
308,350,1.1571414636261164,379.08880220908156,low
309,360,1.157653034127773,367.87350967326313,low
310,370,1.143783763859241,351.3409629243988,low
311,380,1.1421653003471717,403.4379879094055,low
312,390,1.1362087762333062,386.31487334198994,low
313,400,1.0911792952888457,404.1554705371584,low
314,410,1.1320256539566769,373.02357980732097,low
315,420,1.1434508616745134,394.5473085895174,low
316,430,1.1430732775519135,392.4401602680824,low
317,440,1.1278274905750314,433.87231970327474,low
318,450,1.1161730591409769,364.34306878393284,low
319,460,1.100104314861723,399.910652211359,low
320,470,1.1123103140469042,438.6866756007013,low
321,480,1.101287559231302,439.3136580040409,low
322,490,1.120009133611691,390.6992212079302,low
323,500,1.1066311878376842,418.9785473461336,low
324,510,1.1171782890630417,392.5506048443036,low
325,520,1.084705864469314,430.6190927749908,low
326,530,1.0877980379842778,439.03042370712797,low
327,540,1.0974870012620979,493.2528016034623,low
328,550,1.1182623167733645,432.94263038873385,low
329,560,1.0957507217227718,402.75886236409235,low
330,570,1.10182576954461,418.4902293961261,low
331,580,1.094915486210908,381.860180774358,low
332,590,1.0881594906003638,380.65027092066754,low
333,600,1.1061006755998861,420.12475354764433,low
334,610,1.1099386375387377,441.30906322621286,low
335,620,1.0876437704113449,415.86434182440405,low
336,630,1.08837090888518,437.8818605336757,low
337,640,1.0869163942204854,496.7131816611359,low
338,650,1.0786338768766457,484.1987730121614,low
339,660,1.108703526639886,492.7985998142101,low
340,670,1.0823885981220975,481.3016280022462,low
341,680,1.1119372352627093,418.2104950554373,low
342,690,1.081116787035406,470.8170179341698,low
343,700,1.0928948444773388,450.8427597204678,low
344,710,1.0875171846121436,419.73801292393284,low
345,720,1.0649478891691597,529.8263474224318,low
346,730,1.0723094785293732,454.70574350420145,low
347,740,1.0719733762720263,502.0194869418713,low
348,750,1.0685115672481926,515.3743027634574,low
349,760,1.0779049736158661,476.2380694317633,low
350,770,1.0602638443083239,551.1356210206957,low
351,780,1.0789745714635917,447.57402076503683,low
352,790,1.1010019597201142,362.12596264706065,low
353,800,1.0628491437819776,572.1618323434982,low
354,810,1.0682363732167601,562.6742218252894,low
355,820,1.0681295189780735,514.0837506523931,low
356,830,1.05961862729683,461.73164616858645,low
357,840,1.079393427823712,419.7154626896743,low
358,850,1.0926537854247718,564.0573944969033,low
359,860,1.0606565961644598,495.8440885363645,low
360,870,1.0787567401920832,472.0975744967426,low
361,880,1.0733315172977391,684.7747873487444,low
362,890,1.0644100368642329,494.5347451185419,low
363,900,1.0703010304970089,473.3277405283748,low
364,910,1.0750415392198787,461.4683528303904,low
365,920,1.07529279200891,582.8504605977477,low
366,930,1.069711590730199,522.8690287721593,low
367,940,1.0733407387440654,545.173616853491,low
368,950,1.0542576259027994,518.534052923019,low
369,960,1.0732726945596354,502.187925922001,low
370,970,1.0844211846799168,533.1537407846334,low
371,980,1.0597820771141846,489.0892180272318,low
372,990,1.0657280517760503,541.9934240531875,low
373,1000,1.0676470588235294,378.98571393463396,low
374,1010,1.0513251792217124,683.7445068937863,low
375,1020,1.0573192721709197,649.2668192190567,low
376,1030,1.0731121581939052,391.9816241185373,low
377,1040,1.0599419582818346,496.1485187343742,low
378,1050,1.0524406623464475,673.422258531997,low
379,1060,1.0521356271005968,497.4841432451086,low
380,1070,1.0541642304413297,377.5644298205842,low
381,1080,1.0662014782317197,317.3522767495771,low
382,1090,1.0629863376224522,517.4627417992763,low
383,1100,1.059858325811389,832.1985300847014,low
384,1110,1.0550389136479308,781.8938529181371,low
385,1120,1.0504414401761188,587.541781543553,low
386,1130,1.0525628681930188,1022.073732769526,low
387,1140,1.0847701539547638,875.3836548067504,low
388,1150,1.0525455318314096,859.0820424643356,low
389,1160,1.0605872005607984,461.6236297095908,low
390,1170,1.0587670157039548,1212.5903375592284,low
391,1180,1.0628707294622246,498.88876299437936,low
392,1190,1.04693089700852,989.3891277772427,low
393,1200,1.0552513009611293,62.21889366990128,low
394,1210,1.05328548665169,2154.2515071089574,low
395,1220,1.0534425392001467,698.5554551124546,low
396,1230,1.0632021429413485,869.4994694308607,low
397,1240,1.0625697261871072,1691.425627419792,low
398,1250,1.0508818760951804,618.825319525265,low
399,1260,1.061232872533296,636.5515546037791,low
400,1270,1.060852131630936,638.3388479726897,low
401,1280,1.0503830288744844,780.0105234606391,low
402,1290,1.0558433648140628,700.1131365831984,low
403,1300,1.0562388277444301,598.7238976334343,low
404,1310,1.0576737238304577,519.200926582655,low
405,1320,1.0566136185755284,610.948688750422,low
406,1330,1.058082190585664,239.3316591721952,low
407,1340,1.060049842318814,364.70997898169486,low
408,1350,1.0580453740738311,691.8642039856513,low
409,1360,1.0580687456980762,936.1828755846645,low
410,1370,1.0628151750867156,731.6650830956635,low
411,1380,1.0500003277921885,754.6192180460746,low
412,1390,1.0689901899659995,294.3777502654392,low
413,1400,1.0550311583577712,1068.545302426455,low
414,1410,1.102721578117103,595.822026609211,low
415,1420,1.0485336739205187,527.8703858647082,low
416,1430,1.0500886915787102,960.1361958931623,low
417,1440,1.069280280993738,136.20697474783384,low
418,1450,1.0589252269125486,1020.0442001831299,low
419,1460,1.0624797095888794,3022.437875353754,low
420,1470,1.0602829603890378,703.6707399516079,low
421,1480,1.0533763197982875,590.2621241463686,low
422,1490,1.0756764492844664,206.76357093193332,low
423,1500,1.0769273708163272,428.2845694874087,low
424,1510,1.0521534007257363,204.7671462966649,low
425,1520,1.051845679126805,79.0056559835035,low
426,1530,1.0494581855607927,860.1141766248866,low
427,1540,1.06522081088521,63.4509978104994,low
428,1550,1.0603183636393485,938.3919703521019,low
429,1560,1.054610162329813,818.7814023245896,low
430,1570,1.0551880694275806,525.561103212719,low
431,1580,1.0837913259515055,389.66478802972887,low
432,1590,1.0574242868457557,368.90548936203464,low
433,1600,1.062502314819858,214.2009063554005,low
434,1610,1.0557670383814028,234.9466245614266,low
435,1620,1.0582461486186543,1943.1909801997176,low
436,1630,1.0545750818034876,537.7136962936793,low
437,1640,1.0747910947128267,466.4529794440862,low
438,1650,1.0673731896763334,155.20250433449766,low
439,1660,1.0649563384260021,426.61163246868267,low
440,1670,1.068195345905894,186.94987744024522,low
441,1680,1.0508816330008073,226.51319826927312,low
442,1690,1.0736383675134344,327.78768425117124,low
443,1700,1.050492016074929,355.5663491540779,low
444,1710,1.0539436410372987,65.20521657162021,low
445,1720,1.0672326858048204,412.0549743372932,low
446,1730,1.0724314453195396,394.84171980206224,low
447,1740,1.0540337312684633,52.61719146159621,low
448,1750,1.0440715541625258,239.45334551633206,low
449,1760,1.065265857015024,382.90218931288706,low
450,1770,1.0636833782577515,573.275717411459,low
451,1780,1.0552455803426173,63.14699498443506,low
452,1790,1.0547879098259747,349.4049893797255,low
453,1800,1.060174950376655,335.3223463008728,low
454,1810,1.044448652387874,425.79101675698945,low
455,1820,1.0686831304073938,172.22434278816613,low
456,1830,1.0740402943501954,342.7910969557908,low
457,1840,1.0477812078158193,65.31003104325926,low
458,1850,1.055161670623659,379.7282551482139,low
459,1860,1.0486085818067272,68.6328735761124,low
460,1870,1.051985687671881,954.747930691474,low
461,1880,1.053425827037793,369.53419531478664,low
462,1890,1.0534239970084922,295.75219832241066,low
463,1900,1.0636213155601488,358.05728868970243,low
464,1910,1.0471031049327786,200.50450552152438,low
465,1920,1.060100559956027,59.24505692841842,low
466,1930,1.056223460896315,176.56372730809494,low
467,1940,1.0601467094023622,64.00001941885903,low
468,1950,1.0677453565225385,48.55921196855974,low
469,1960,1.0561039533764216,223.295309732318,low
470,1970,1.0545711235386062,434.8726956948513,low
471,1980,1.0557881782845921,93.32349380049186,low
472,1990,1.0609315887817634,63.5845870222355,low
473,2000,1.061848294689579,2085.9137029013473,low
474,2010,1.079894254702805,284.3956070845121,low
475,2020,1.0736448512074086,279.1712209128643,low
476,2030,1.0636682896031953,206.77369680646456,low
477,2040,1.0448506070622114,327.91233087552837,low
478,2050,1.0508712098403192,66.64868327463574,low
479,2060,1.048720472440945,840.8425826872947,low
480,2070,1.0791183373584134,133.35309078522994,low
481,2080,1.0922497509278621,159.3058540854713,low
482,2090,1.055297294227131,71.1428760317101,low
483,2100,1.0452904352251142,54.32449709791143,low
484,2110,1.043989968254662,220.8517029630579,low
485,2120,1.076406356345989,157.5841667916665,low
486,2130,1.0504151006284619,171.0642284923837,low
487,2140,1.0568114370536843,332.3748898377576,low
488,2150,1.0534513495419349,831.556438472213,low
489,2160,1.0648587578043662,393.4598459272587,low
490,2170,1.0536359709319174,347.74768212681374,low
491,2180,1.045881206120415,412.982064644047,low
492,2190,1.0558775954081852,922.0500158009148,low
493,2200,1.050044143032209,423.0086526662543,low
494,2210,1.0705933418103217,272.450246860654,low
495,2220,1.0535524322145033,527.0030130655676,low
496,2230,1.0492143813499253,351.2573676120136,low
497,2240,1.0593964501314705,73.28937793214276,low
498,2250,1.0582225105416803,2213.4224008135043,low
499,2260,1.0510865182525617,67.35476673006767,low
500,2270,1.043980149361178,1703.9641003449062,low
501,2280,1.0748701728657184,192.41971777799108,low
502,2290,1.0578477369500079,677.8045405665813,low
503,2300,1.0508501259445844,1886.192535389231,low
504,2310,1.098211381045174,61.70767381821271,low
505,2320,1.0526771789984406,188.33314886081965,low
506,2330,1.060727402822042,1026.9546490417076,low
507,2340,1.0517380326167174,1518.2073186370114,low
508,2350,1.0538502707294584,1077.098676610806,low
509,2360,1.0698916948505706,170.6677842060086,low
510,2370,1.0549805759022568,2519.091572438935,low
511,2380,1.0621078151739876,116.13149052517383,low
512,2390,1.0632003993055936,1414.6113284771786,low
513,2400,1.059590609099138,178.1599162048099,low
514,2410,1.0630196902977267,143.86753399426627,low
515,2420,1.0519385571939963,1428.5467290704178,low
516,2430,1.0497008824214686,75.98300396658283,low
517,2440,1.0506614453073582,82.09116076001646,low
518,2450,1.0543434714934028,1592.1026789413906,low
519,2460,1.054479809725855,83.35545164662157,low
520,2470,1.0644827347466725,587.7747577440838,low
521,2480,1.0533418804450791,64.92664740219516,low
522,2490,1.0689782623761233,62.145161712832305,low
523,2500,1.0726041857350028,209.5369033727851,low
524,2510,1.054155324576031,65.64672340442384,low
525,2520,1.0624742621638243,315.53000639260125,low
526,2530,1.052937501787203,153.28035292200744,low
527,2540,1.0482919278456375,75.61943820095186,low
528,2550,1.0650079347710133,127.8169092967905,low
529,2560,1.0587011900897383,63.451178737186936,low
530,2570,1.0505825044508301,374.880903833813,low
531,2580,1.0531886568557518,215.09440925587072,low
532,2590,1.046369094300081,2251.664100021013,low
533,2600,1.048355385281176,468.98253716371715,low
534,2610,1.0578187534165677,1226.20815896454,low
535,2620,1.0628887451318072,64.3974417340116,low
536,2630,1.0566467042275718,245.48671993934573,low
537,2640,1.0595879243045605,401.02446865936696,low
538,2650,1.0624809679560625,309.5745380520454,low
539,2660,1.0572527472527473,2746.2058256199416,low
540,2670,1.051714087744575,507.19929807271825,low
541,2680,1.0527649269201156,235.06317263994663,low
542,2690,1.0587718104303692,1934.3711564536763,low
543,2700,1.0709304696974016,248.7207691544337,low
544,2710,1.0534391302441806,138.69516538649347,low
545,2720,1.0509555185490735,125.64245999815755,low
546,2730,1.043520385969075,80.07901734373971,low
547,2740,1.0597780545432438,161.63425217330357,low
548,2750,1.062670568831622,211.97848176884375,low
549,2760,1.0458323477801676,64.24599173248171,low
550,2770,1.0625291647223518,3177.310168137279,low
551,2780,1.0644093101389749,232.78514355528324,low
552,2790,1.0532607980345274,908.3606791677338,low
553,2800,1.0615735136434326,239.36607734667774,low
554,2810,1.0711476154478297,70.69261660193587,low
555,2820,1.0533626736349884,102.51733184026122,low
556,2830,1.0473254265139857,217.8715694699433,low
557,2840,1.0701516391416819,66.28203558528466,low
558,2850,1.042392269625531,1039.009099161919,low
559,2860,1.0518008480402132,230.14816806313482,low
560,2870,1.0443922454804948,64.80133138843647,low
561,2880,1.070662162013448,208.72160025476387,low
562,2890,1.0717317604103929,57.72664575752066,low
563,2900,1.0651413766035582,124.77816357883,low
564,2910,1.0734112922277346,75.48456499431782,low
565,2920,1.052898129940744,752.2566427442518,low
566,2930,1.0760410008394237,120.98929660699488,low
567,2940,1.0543413278942186,330.2318511797284,low
568,2950,1.0499520389226393,152.58498238329287,low
569,2960,1.062347920179722,487.112532132692,low
570,2970,1.0625697034957504,74.67789620874429,low
571,2980,1.0801890887193986,76.87046993390116,low
572,2990,1.0528286573939667,138.08194551318874,low
573,3000,1.0530317242468825,99.90388225420689,low
574,3010,1.0487654719951274,135.16636419281167,low
575,3020,1.0481139723230815,303.89273425325393,low
576,3030,1.0552505147563487,261.0909603428898,low
577,3040,1.0569374277677108,344.00614454016716,low
578,3050,1.0516953044823547,1515.7992210614825,low
579,3060,1.052835366756574,1920.8721544603472,low
580,3070,1.056748183636938,170.19442880540177,low
581,3080,1.0704237107582688,651.4709125760758,low
582,3090,1.0533580527217519,648.8316531541897,low
583,3100,1.0435131719816768,226.47851885304686,low
